4096
       256    1     0.0520
       256    2     0.0010
       256    3    -0.0000
       256    4     0.0010
       256    5     0.0010
       256    6     0.0020
       256    7     0.0020
       256    8     0.0010
       256    9     0.0020
       256   10     0.0030
       256   11     0.0020
       256   12     0.0030
       256   13     0.0040
       256   14     0.0040
       256   15     0.0040
       256   16     0.0040
       256   17     0.0050
       256   18     0.0050
       256   19     0.0060
       256   20     0.0060
       256   21     0.0060
       256   22     0.0070
       256   23     0.0070
       256   24     0.0080
       256   25     0.0090
       256   26     0.0090
       256   27     0.0100
       256   28     0.0110
       256   29     0.0110
       256   30     0.0120
       256   31     0.0130
       256   32     0.0140
       256   33     0.0150
       256   34     0.0150
       256   35     0.0160
       256   36     0.0170
       256   37     0.0180
       256   38     0.0190
       256   39     0.0200
       256   40     0.0210
       256   41     0.0220
       256   42     0.0230
       256   43     0.0250
       256   44     0.0250
       256   45     0.0260
       256   46     0.0270
       256   47     0.0290
       256   48     0.0300
       256   49     0.0320
       256   50     0.0340
       256   51     0.0360
       256   52     0.0370
       256   53     0.0380
       256   54     0.0400
       256   55     0.0420
       256   56     0.0430
       256   57     0.0450
       256   58     0.0470
       256   59     0.0490
       256   60     0.0500
       256   61     0.0520
       256   62     0.0540
       256   63     0.0550
       256   64     0.0560
       256   65     0.0590
       256   66     0.0600
       256   67     0.0650
       256   68     0.0660
       256   69     0.0690
       256   70     0.0710
       256   71     0.0740
       256   72     0.0760
       256   73     0.0790
       256   74     0.0800
       256   75     0.0840
       256   76     0.0850
       256   77     0.0870
       256   78     0.0910
       256   79     0.0920
       256   80     0.0950
       256   81     0.0980
       256   82     0.1010
       256   83     0.1030
       256   84     0.1060
       256   85     0.1080
       256   86     0.1120
       256   87     0.1140
       256   88     0.1170
       256   89     0.1210
       256   90     0.1250
       256   91     0.1300
       256   92     0.1320
       256   93     0.1380
       256   94     0.1420
       256   95     0.1460
       256   96     0.1500
       256   97     0.1550
       256   98     0.1590
       256   99     0.1640
       256  100     0.1690
       256  101     0.1720
       256  102     0.1770
       256  103     0.1820
       256  104     0.1850
       256  105     0.1910
       256  106     0.1940
       256  107     0.1980
       256  108     0.2030
       256  109     0.2070
       256  110     0.2090
       256  111     0.2140
       256  112     0.2190
       256  113     0.2220
       256  114     0.2260
       256  115     0.2300
       256  116     0.2340
       256  117     0.2390
       256  118     0.2420
       256  119     0.2450
       256  120     0.2500
       256  121     0.2550
       256  122     0.2580
       256  123     0.2620
       256  124     0.2660
       256  125     0.2700
       256  126     0.2740
       256  127     0.2800
       256  128     0.2820
       256  129     0.2830
       256  130     0.2870
       256  131     0.2910
       256  132     0.2950
       256  133     0.2990
       256  134     0.3040
       256  135     0.3090
       256  136     0.3120
       256  137     0.3170
       256  138     0.3210
       256  139     0.3240
       256  140     0.3300
       256  141     0.3339
       256  142     0.3369
       256  143     0.3419
       256  144     0.3449
       256  145     0.3499
       256  146     0.3539
       256  147     0.3589
       256  148     0.3629
       256  149     0.3669
       256  150     0.3699
       256  151     0.3759
       256  152     0.3789
       256  153     0.3839
       256  154     0.3879
       256  155     0.3909
       256  156     0.3969
       256  157     0.3999
       256  158     0.4049
       256  159     0.4089
       256  160     0.4119
       256  161     0.4169
       256  162     0.4209
       256  163     0.4269
       256  164     0.4299
       256  165     0.4349
       256  166     0.4379
       256  167     0.4439
       256  168     0.4459
       256  169     0.4519
       256  170     0.4549
       256  171     0.4599
       256  172     0.4659
       256  173     0.4699
       256  174     0.4759
       256  175     0.4809
       256  176     0.4879
       256  177     0.4929
       256  178     0.4989
       256  179     0.5039
       256  180     0.5089
       256  181     0.5149
       256  182     0.5219
       256  183     0.5269
       256  184     0.5319
       256  185     0.5379
       256  186     0.5439
       256  187     0.5489
       256  188     0.5539
       256  189     0.5609
       256  190     0.5649
       256  191     0.5729
       256  192     0.5789
       256  193     0.5849
       256  194     0.5929
       256  195     0.5969
       256  196     0.6009
       256  197     0.6089
       256  198     0.6139
       256  199     0.6219
       256  200     0.6259
       256  201     0.6309
       256  202     0.6379
       256  203     0.6419
       256  204     0.6459
       256  205     0.6529
       256  206     0.6589
       256  207     0.6639
       256  208     0.6699
       256  209     0.6749
       256  210     0.6809
       256  211     0.6889
       256  212     0.6909
       256  213     0.6959
       256  214     0.7039
       256  215     0.7099
       256  216     0.7139
       256  217     0.7199
       256  218     0.7269
       256  219     0.7319
       256  220     0.7369
       256  221     0.7429
       256  222     0.7499
       256  223     0.7559
       256  224     0.7589
       256  225     0.7649
       256  226     0.7719
       256  227     0.7779
       256  228     0.7809
       256  229     0.7879
       256  230     0.7939
       256  231     0.7979
       256  232     0.8029
       256  233     0.8079
       256  234     0.8149
       256  235     0.8209
       256  236     0.8229
       256  237     0.8299
       256  238     0.8369
       256  239     0.8409
       256  240     0.8449
       256  241     0.8519
       256  242     0.8559
       256  243     0.8619
       256  244     0.8659
       256  245     0.8719
       256  246     0.8779
       256  247     0.8819
       256  248     0.8859
       256  249     0.8919
       256  250     0.8989
       256  251     0.9029
       256  252     0.9049
       256  253     0.9129
       256  254     0.9189
       256  255     0.9209
       256  256     0.9279
       256  257     0.9429
       256  258     0.9489
       256  259     0.9499
       256  260     0.9569
       256  261     0.9649
       256  262     0.9719
       256  263     0.9779
       256  264     0.9859
       256  265     0.9938
       256  266     1.0008
       256  267     1.0078
       256  268     1.0148
       256  269     1.0228
       256  270     1.0298
       256  271     1.0368
       256  272     1.0438
       256  273     1.0518
       256  274     1.0588
       256  275     1.0648
       256  276     1.0718
       256  277     1.0808
       256  278     1.0858
       256  279     1.0938
       256  280     1.1008
       256  281     1.1098
       256  282     1.1158
       256  283     1.1238
       256  284     1.1288
       256  285     1.1368
       256  286     1.1438
       256  287     1.1508
       256  288     1.1568
       256  289     1.1658
       256  290     1.1718
       256  291     1.1798
       256  292     1.1858
       256  293     1.1938
       256  294     1.2018
       256  295     1.2068
       256  296     1.2148
       256  297     1.2218
       256  298     1.2308
       256  299     1.2358
       256  300     1.2428
       256  301     1.2498
       256  302     1.2578
       256  303     1.2638
       256  304     1.2708
       256  305     1.2798
       256  306     1.2868
       256  307     1.2948
       256  308     1.3008
       256  309     1.3088
       256  310     1.3158
       256  311     1.3218
       256  312     1.3308
       256  313     1.3378
       256  314     1.3438
       256  315     1.3518
       256  316     1.3578
       256  317     1.3668
       256  318     1.3748
       256  319     1.3808
       256  320     1.3888
       256  321     1.3968
       256  322     1.4038
       256  323     1.4128
       256  324     1.4188
       256  325     1.4278
       256  326     1.4368
       256  327     1.4458
       256  328     1.4538
       256  329     1.4648
       256  330     1.4718
       256  331     1.4808
       256  332     1.4878
       256  333     1.4988
       256  334     1.5068
       256  335     1.5148
       256  336     1.5208
       256  337     1.5338
       256  338     1.5398
       256  339     1.5498
       256  340     1.5568
       256  341     1.5678
       256  342     1.5778
       256  343     1.5868
       256  344     1.5978
       256  345     1.6098
       256  346     1.6218
       256  347     1.6308
       256  348     1.6408
       256  349     1.6527
       256  350     1.6637
       256  351     1.6757
       256  352     1.6867
       256  353     1.6977
       256  354     1.7107
       256  355     1.7187
       256  356     1.7307
       256  357     1.7417
       256  358     1.7537
       256  359     1.7637
       256  360     1.7727
       256  361     1.7877
       256  362     1.7977
       256  363     1.8097
       256  364     1.8197
       256  365     1.8327
       256  366     1.8457
       256  367     1.8567
       256  368     1.8657
       256  369     1.8787
       256  370     1.8907
       256  371     1.9017
       256  372     1.9117
       256  373     1.9247
       256  374     1.9357
       256  375     1.9487
       256  376     1.9577
       256  377     1.9717
       256  378     1.9837
       256  379     1.9957
       256  380     2.0047
       256  381     2.0197
       256  382     2.0337
       256  383     2.0437
       256  384     2.0547
       256  385     2.0687
       256  386     2.0817
       256  387     2.0947
       256  388     2.1047
       256  389     2.1177
       256  390     2.1317
       256  391     2.1437
       256  392     2.1537
       256  393     2.1687
       256  394     2.1827
       256  395     2.1917
       256  396     2.2027
       256  397     2.2167
       256  398     2.2297
       256  399     2.2427
       256  400     2.2547
       256  401     2.2687
       256  402     2.2807
       256  403     2.2927
       256  404     2.3036
       256  405     2.3186
       256  406     2.3326
       256  407     2.3446
       256  408     2.3566
       256  409     2.3696
       256  410     2.3806
       256  411     2.3956
       256  412     2.4086
       256  413     2.4226
       256  414     2.4386
       256  415     2.4496
       256  416     2.4616
       256  417     2.4766
       256  418     2.4936
       256  419     2.5036
