inf, 9.133532e-01
4.016290e-02, 9.476225e-03
2.803031e-03, 4.085699e-04
2.937349e-04, 5.829057e-05
2.553202e-05, 5.136976e-06
2.457397e-06, 4.893626e-07
2.251803e-07, 6.197128e-08
2.496998e-08, 5.704071e-09
2.923609e-09, 6.475250e-10
2.452263e-10, 6.345581e-11
2.783786e-11, 7.290934e-12
3.465588e-12, 1.596190e-12
3.157904e-13, 1.064820e-13
9.801670e-14, 1.443071e-14
1.146552e-13, 9.041002e-15
inf, 4.643817e-01
6.541392e-02, 7.355725e-03
3.963687e-03, 7.171832e-04
3.230749e-04, 5.313033e-05
3.284792e-05, 6.460405e-06
3.096539e-06, 6.716289e-07
4.105640e-07, 8.809782e-08
3.172325e-08, 8.420960e-09
3.187844e-09, 9.758394e-10
3.900541e-10, 9.711715e-11
4.368748e-11, 1.058263e-11
4.552202e-12, 1.051607e-12
4.543158e-13, 1.078692e-13
4.816937e-14, 1.238042e-14
1.434420e-14, 4.984640e-15
inf, 5.586713e-01
7.935021e-02, 7.778848e-03
4.654958e-03, 5.382254e-04
4.090227e-04, 6.314886e-05
4.465462e-05, 5.543671e-06
4.749681e-06, 9.221849e-07
4.641483e-07, 6.846945e-08
4.056829e-08, 7.910235e-09
5.167584e-09, 8.021315e-10
3.663105e-10, 1.022828e-10
5.040413e-11, 1.122818e-11
4.912074e-12, 1.176664e-12
5.501053e-13, 1.194522e-13
6.779672e-14, 1.299948e-14
3.436994e-14, 2.168565e-14
