3.393500e-01, 2.427504e-01
1.658418e-02, 6.022465e-03
1.875675e-04, 3.104355e-05
2.421517e-06, 5.046750e-07
2.305487e-08, 4.769403e-09
2.502263e-10, 5.627118e-11
2.530578e-12, 9.969399e-13
1.068271e-13, 1.158535e-14
1.148361e-13, 1.028206e-14
9.808639e-14, 1.062532e-14
9.923285e-14, 9.566603e-15
1.186017e-13, 1.122178e-14
9.347065e-14, 1.149341e-14
9.420921e-14, 1.117181e-14
1.185091e-13, 9.355035e-15
5.657959e-01, 3.441363e-01
2.701462e-02, 7.785358e-03
2.686923e-04, 4.123458e-05
2.714663e-06, 4.586889e-07
3.017999e-08, 8.310055e-09
3.168820e-10, 7.767865e-11
4.564633e-12, 1.289314e-12
4.148841e-14, 1.540607e-14
6.697279e-15, 5.403307e-15
8.491730e-15, 2.706760e-15
1.274002e-14, 4.061855e-15
1.036250e-14, 2.209738e-15
2.093810e-14, 7.398563e-15
2.774571e-14, 1.619647e-14
5.164245e-14, 1.852393e-14
7.006902e-01, 9.011094e-01
3.244286e-02, 5.593102e-03
3.198963e-04, 5.684212e-05
3.469956e-06, 5.578234e-07
4.288922e-08, 6.405932e-09
4.925626e-10, 7.156410e-11
5.350489e-12, 1.072830e-12
5.153043e-14, 1.279352e-14
1.009168e-14, 1.926154e-15
8.865500e-15, 8.887839e-15
1.726087e-14, 9.372598e-15
2.745286e-14, 1.280951e-14
6.145429e-14, 5.871008e-14
1.003230e-13, 4.710511e-14
2.666437e-13, 2.060915e-13
