1
0
2000
512
   1 1.2489E-16 1.0437E-16 1.1372E-16
   2 5.6256E-16 4.7504E-16 4.8550E-16
   3 2.6926E-10 1.2306E-10 1.5300E-10
   4 4.3013E-10 2.1138E-10 2.5454E-10
   5 3.4106E-11 1.9474E-11 2.3045E-11
   6 2.8939E-11 1.7746E-11 2.0568E-11
   7 6.3205E-11 3.4566E-11 4.2220E-11
   8 1.4428E-10 4.8904E-11 6.3586E-11
   9 1.1903E-11 7.7716E-12 8.4720E-12
  10 1.4480E-11 6.6732E-12 7.5018E-12
  11 1.6633E-11 7.6337E-12 8.4005E-12
  12 1.8125E-11 9.6530E-12 1.0677E-11
  13 1.2556E-11 7.5165E-12 8.4739E-12
  14 2.2985E-11 8.6417E-12 1.0177E-11
  15 4.5641E-11 1.9956E-11 2.3693E-11
  16 6.9768E-11 2.4471E-11 3.0182E-11
  17 9.8646E-12 4.5247E-12 5.1575E-12
  18 6.4161E-12 3.9229E-12 4.2593E-12
  19 1.0808E-11 5.5789E-12 6.0318E-12
  20 8.5490E-12 4.4532E-12 4.8750E-12
  21 1.0955E-11 3.9432E-12 4.7876E-12
  22 9.9404E-12 4.0947E-12 4.7551E-12
  23 1.4400E-11 6.0221E-12 6.5832E-12
  24 1.2593E-11 5.6004E-12 6.4728E-12
  25 1.1076E-11 5.7248E-12 6.5581E-12
  26 1.3490E-11 5.1966E-12 5.9148E-12
  27 1.3460E-11 5.6465E-12 6.3263E-12
  28 1.4167E-11 5.8648E-12 6.7919E-12
  29 1.5234E-11 6.4142E-12 7.3790E-12
  30 1.8747E-11 5.5175E-12 6.4082E-12
  31 5.8771E-11 1.5753E-11 1.8723E-11
  32 5.0841E-11 1.7085E-11 1.9416E-11
  33 7.3313E-12 4.4154E-12 4.8620E-12
  34 9.8819E-12 3.9694E-12 4.8766E-12
  35 8.5200E-12 3.4635E-12 4.2453E-12
  36 7.8809E-12 3.4644E-12 3.7275E-12
  37 5.8025E-12 3.2522E-12 3.6326E-12
  38 6.1610E-12 3.6343E-12 4.0355E-12
  39 9.3969E-12 4.8842E-12 5.3493E-12
  40 1.3540E-11 4.1519E-12 4.5944E-12
  41 5.7337E-12 2.9839E-12 3.5348E-12
  42 6.8874E-12 3.4675E-12 4.0394E-12
  43 9.6568E-12 3.3926E-12 4.0994E-12
  44 7.7337E-12 3.2945E-12 3.8592E-12
  45 9.5902E-12 3.6548E-12 4.2379E-12
  46 1.1720E-11 3.6861E-12 4.1572E-12
  47 1.8091E-11 5.3531E-12 5.9126E-12
  48 1.9839E-11 4.9600E-12 5.7585E-12
  49 1.0169E-11 3.1670E-12 3.7145E-12
  50 1.2148E-11 3.4989E-12 4.1447E-12
  51 1.5904E-11 4.8329E-12 5.6287E-12
  52 1.3394E-11 5.0632E-12 5.7503E-12
  53 1.4538E-11 5.1191E-12 5.7662E-12
  54 2.1079E-11 4.4230E-12 5.1765E-12
  55 1.6329E-11 4.5163E-12 5.1730E-12
  56 1.1748E-11 4.6551E-12 5.4472E-12
  57 1.3482E-11 4.7914E-12 5.5141E-12
  58 1.5011E-11 5.4098E-12 6.1568E-12
  59 1.4364E-11 5.4723E-12 6.2524E-12
  60 2.2681E-11 5.1892E-12 6.0167E-12
  61 1.8252E-11 4.3863E-12 5.1833E-12
  62 1.5438E-11 4.5768E-12 5.5508E-12
  63 5.8236E-11 1.3607E-11 1.6304E-11
  64 5.4307E-11 1.4815E-11 1.6313E-11
  65 2.0896E-11 3.7295E-12 4.2063E-12
  66 1.8095E-11 3.6427E-12 4.1537E-12
  67 1.3225E-11 3.7896E-12 4.4124E-12
  68 1.2123E-11 3.7668E-12 4.4197E-12
  69 1.4149E-11 3.8421E-12 4.7345E-12
  70 1.4180E-11 3.3076E-12 4.2399E-12
  71 9.0876E-12 3.4495E-12 4.1350E-12
  72 1.3411E-11 3.0889E-12 3.3941E-12
  73 3.5024E-11 3.3631E-12 3.8984E-12
  74 1.6308E-11 2.9057E-12 3.3256E-12
  75 1.4552E-11 2.9721E-12 3.4313E-12
  76 2.4689E-11 3.1409E-12 3.5955E-12
  77 1.2846E-11 3.5122E-12 4.0399E-12
  78 1.1445E-11 3.5714E-12 4.1305E-12
  79 1.9861E-11 4.6415E-12 5.1355E-12
  80 2.2970E-11 4.2668E-12 4.7352E-12
  81 1.6954E-11 3.7523E-12 4.3097E-12
  82 1.8593E-11 3.1474E-12 3.6788E-12
  83 2.1435E-11 2.8740E-12 3.5791E-12
  84 2.6587E-11 2.7811E-12 3.3629E-12
  85 2.6080E-11 3.2116E-12 3.9390E-12
  86 2.0615E-11 3.1919E-12 3.8227E-12
  87 1.2297E-11 3.2146E-12 3.9380E-12
  88 1.5079E-11 3.1530E-12 3.6906E-12
  89 1.8293E-11 3.0430E-12 3.7082E-12
  90 2.9903E-11 3.1433E-12 3.8729E-12
  91 2.1740E-11 3.4627E-12 4.1149E-12
  92 4.8878E-11 3.6111E-12 4.2822E-12
  93 5.0877E-11 3.5850E-12 4.3620E-12
  94 3.0803E-11 3.4565E-12 4.1393E-12
  95 1.5087E-10 5.1842E-12 6.6602E-12
  96 1.1941E-10 5.1024E-12 6.2674E-12
  97 7.8550E-11 3.1663E-12 4.1928E-12
  98 1.4920E-10 2.9737E-12 4.7752E-12
  99 1.1981E-10 3.0416E-12 4.5783E-12
 100 1.1627E-10 3.2315E-12 4.9338E-12
 101 8.1934E-11 3.3921E-12 4.7787E-12
 102 1.2280E-10 3.9726E-12 5.2631E-12
 103 9.5946E-11 4.5670E-12 5.6573E-12
 104 4.6542E-11 4.7590E-12 5.6660E-12
 105 1.0026E-10 4.9683E-12 6.0321E-12
 106 1.0210E-10 4.9845E-12 6.0493E-12
 107 3.5374E-11 4.7805E-12 5.5324E-12
 108 8.9231E-11 4.1206E-12 5.2275E-12
 109 1.2379E-10 4.1675E-12 5.4778E-12
 110 1.8410E-10 4.0929E-12 5.8631E-12
 111 1.1201E-10 4.3797E-12 5.7018E-12
 112 5.3002E-11 4.4976E-12 5.5973E-12
 113 8.6932E-11 3.9294E-12 5.2893E-12
 114 1.1294E-10 4.2294E-12 5.4531E-12
 115 9.7060E-11 4.6734E-12 6.0166E-12
 116 9.4101E-11 5.1612E-12 6.2463E-12
 117 7.2096E-11 5.1983E-12 6.2640E-12
 118 5.9129E-11 5.1503E-12 6.1024E-12
 119 7.4596E-11 5.1428E-12 6.0759E-12
 120 5.0569E-11 5.1085E-12 6.1156E-12
 121 6.4433E-11 4.7325E-12 5.7388E-12
 122 1.3808E-10 4.4684E-12 5.8408E-12
 123 1.0097E-10 4.2812E-12 5.5643E-12
 124 5.2975E-11 4.1953E-12 5.3396E-12
 125 5.7759E-11 4.1286E-12 5.3770E-12
 126 8.8326E-11 4.3554E-12 6.0004E-12
 127 1.2303E-10 1.2647E-11 1.5162E-11
 128 2.9209E-10 1.4201E-11 1.6831E-11
 129 1.1356E-10 4.1230E-12 5.8822E-12
 130 1.4703E-10 3.7898E-12 5.2613E-12
 131 1.0989E-10 3.9186E-12 5.3297E-12
 132 9.9228E-11 3.7343E-12 5.2776E-12
 133 1.4172E-10 3.7012E-12 5.3952E-12
 134 1.3151E-10 3.6553E-12 5.2922E-12
 135 7.7421E-11 3.7926E-12 4.8680E-12
 136 1.1506E-10 3.7642E-12 5.1492E-12
 137 1.1878E-10 3.8844E-12 5.2275E-12
 138 1.2241E-10 3.8693E-12 5.4672E-12
