2.354013e-01, 2.417190e-01
1.921944e-02, 7.373354e-03
1.887135e-04, 9.166329e-05
2.497213e-06, 1.124222e-06
4.127369e-08, 1.117955e-08
5.417093e-10, 9.468253e-11
2.941430e-12, 9.081484e-13
8.921315e-14, 3.027452e-14
1.144799e-13, 2.773275e-14
1.005773e-13, 3.394835e-14
1.174139e-13, 2.948958e-14
1.043350e-13, 2.486578e-14
1.060334e-13, 3.312555e-14
1.015792e-13, 4.133934e-14
1.003306e-13, 3.652917e-14
5.448886e-01, 2.082876e-01
2.507765e-02, 8.437184e-03
4.126395e-04, 1.220108e-04
4.881284e-06, 1.200874e-06
4.201696e-08, 1.165795e-08
6.275502e-10, 1.068107e-10
6.919156e-12, 9.733712e-13
8.854471e-14, 1.143789e-14
5.734402e-15, 2.727209e-15
7.833434e-15, 4.833295e-15
9.317816e-15, 8.642937e-15
8.746092e-15, 4.350539e-15
7.352518e-15, 5.566105e-15
1.353049e-14, 8.741998e-15
3.121485e-14, 9.910896e-15
7.379355e-01, 3.961169e-01
2.863545e-02, 1.070639e-02
6.441305e-04, 1.387478e-04
6.666936e-06, 1.872789e-06
9.928208e-08, 2.228017e-08
1.190382e-09, 3.089362e-10
1.368065e-11, 4.005854e-12
1.624191e-13, 4.426306e-14
7.833038e-15, 5.698954e-15
8.162197e-15, 5.594143e-15
1.204892e-14, 8.883602e-15
1.226097e-14, 3.862802e-15
1.550377e-14, 6.959367e-15
2.008490e-14, 6.418948e-15
4.553638e-14, 1.312824e-14
