16	7.000000e-01	2.080000e+00
20	1.620000e+00	9.400000e+00
24	2.640000e+00	2.349000e+01
28	4.120000e+00	5.960000e+01
32	6.160000e+00	1.331600e+02
36	1.114000e+01	inf
40	1.485000e+01	inf
44	1.895000e+01	inf
48	2.434000e+01	inf
52	3.072000e+01	inf
56	3.788000e+01	inf
60	4.619000e+01	inf
64	5.562000e+01	inf
