16	-2.083701e-19	1.000000e-02
32	1.000000e-02	1.400000e-01
64	6.000000e-02	2.460000e+00
128	2.700000e-01	3.952000e+01
256	1.210000e+00	inf
512	4.860000e+00	inf
1024	2.002000e+01	inf
