128	-0.000000	0.040000	0.210000	
256	0.000000	0.210000	0.910000	
384	0.040000	0.920000	2.150000	
512	0.040000	0.920000	3.780000	
640	0.090000	3.640000	6.120000	
768	0.090000	3.850000	8.710000	
896	0.130000	3.740000	11.900000	
1024	0.150000	3.720000	15.570000	
