128	-0.000000	0.020000	0.080000	
256	0.010000	0.090000	0.350000	
384	0.030000	0.330000	0.830000	
512	0.030000	0.350000	1.520000	
640	0.070000	1.470000	2.380000	
768	0.130000	1.380000	3.690000	
